link,image,name,pronouns
https://io.google/2022/speakers/rody-davis/,https://io.google/2022/speakers/c1eaf5c7-da29-4132-8f70-d17b4cc40f38_240.webp,Rody Davis,he / him
https://io.google/2022/speakers/romin-irani/,https://io.google/2022/speakers/5185d58a-66d0-4ccf-a4ab-e9699d893a27_240.webp,Romin Irani,he / him
https://io.google/2022/speakers/rosalyn-tan/,https://io.google/2022/speakers/68c005e5-a0a8-491b-afc5-9560caa38b50_240.webp,Rosalyn Tan,she / her
https://io.google/2022/speakers/rowan-merewood/,https://io.google/2022/speakers/aa600718-544d-42b8-a56e-ed59570ee83a_240.webp,Rowan Merewood,he / him
https://io.google/2022/speakers/ryan-ausanka-crues/,https://io.google/2022/speakers/6821a51f-5daf-4240-a8f8-238c77a8367b_240.webp,Ryan Ausanka-Crues,he / him
https://io.google/2022/speakers/ryan-fitzgibbon/,https://io.google/2022/speakers/6a0dc1b3-f87e-4c9b-99da-ed11723046a0_240.webp,Ryan Fitzgibbon,he / him
https://io.google/2022/speakers/sanura-n-jaka/,https://io.google/2022/speakers/9e940821-6639-4c80-ba5d-f5a0146cea39_240.webp,Sanura N'Jaka,she / her
https://io.google/2022/speakers/sara-hamilton/,https://io.google/2022/speakers/440118e8-b5e2-4381-ac7a-3b11d482d386_240.webp,Sara Hamilton,she / her
https://io.google/2022/speakers/sara-n-marandi/,https://io.google/2022/speakers/2ab59658-130a-4a63-acf2-f0a2155e180a_240.webp,Sara N-Marandi,she / her
https://io.google/2022/speakers/sarah-hathiramani/,https://io.google/2022/speakers/930d2926-fde4-4b14-9731-a8b45d036038_240.webp,Sarah Hathiramani,she / her
https://io.google/2022/speakers/saurabh-rajpal/,https://io.google/2022/speakers/7394a7f6-0107-423e-822a-ac617538bc55_240.webp,Saurabh Rajpal,he / him
https://io.google/2022/speakers/scott-adams/,https://io.google/2022/speakers/9bb85a68-1354-43cb-9a81-abb5cf4399b3_240.webp,Scott Adams,he / him
https://io.google/2022/speakers/sehee-lee/,https://io.google/2022/speakers/6e7d9eb8-28f4-43eb-bf5b-d598c67caaeb_240.webp,Sehee Lee,she / her
https://io.google/2022/speakers/shan-huang/,https://io.google/2022/speakers/007e228a-9bfe-4650-b2de-07ad9a43a42f_240.webp,Shan Huang,she / her
https://io.google/2022/speakers/shobana-radhakrishnan/,https://io.google/2022/speakers/99bd5aa1-d111-4af7-8309-987412a34237_240.webp,Shobana Radhakrishnan,she / her
https://io.google/2022/speakers/shruti-padamata/,https://io.google/2022/speakers/4b44d676-61b8-4a21-8fa3-0e4308a62277_240.webp,Shruti Padamata,she / her
https://io.google/2022/speakers/shu-jiang/,https://io.google/2022/speakers/16cffe10-c0b3-4449-b43f-35605fd245d9_240.webp,Shu Jiang,she / her
https://io.google/2022/speakers/shunhya-shishido/,https://io.google/2022/speakers/0e456ac9-c047-4222-a3f7-efd1c44bbc6a_240.webp,Shunhya Shishido,he / him
https://io.google/2022/speakers/simon-lynen/,https://io.google/2022/speakers/2e0e8daa-2137-4af6-980b-e4602cb0a69a_240.webp,Simon Lynen,he / him
https://io.google/2022/speakers/simona-stojanovic/,https://io.google/2022/speakers/f52f7df8-ff86-4e20-968e-47c9fde88d04_240.webp,Simona Stojanovic,she / her
https://io.google/2022/speakers/stella-loh/,https://io.google/2022/speakers/8d834534-106b-41b3-a154-774641b877c9_240.webp,Stella Loh,she / her
https://io.google/2022/speakers/steren-giannini/,https://io.google/2022/speakers/42a942dd-942c-419a-8be6-097958ac29e5_240.webp,Steren Giannini,he / him
https://io.google/2022/speakers/steve-suppe/,https://io.google/2022/speakers/3242ac93-3f64-4aa7-b491-6bd0c1d8378e_240.webp,Steve Suppe,he / him
https://io.google/2022/speakers/sue-lai/,https://io.google/2022/speakers/86578460-c49b-4ccc-9f9e-9937c27956ed_240.webp,Sue Lai,
https://io.google/2022/speakers/terence-zhang/,https://io.google/2022/speakers/3ddcc307-e865-4b5f-8361-706ddb6d01ca_240.webp,Terence Zhang,
https://io.google/2022/speakers/thomas-bouldin/,https://io.google/2022/speakers/fd2d7b27-2589-4f9d-8a8e-8c0f871a9277_240.webp,Thomas Bouldin,he / him
https://io.google/2022/speakers/thomas-steiner/,https://io.google/2022/speakers/b754929f-985f-4798-9d7c-da33e5961bbe_240.webp,Thomas Steiner,he / him
https://io.google/2022/speakers/tim-sneath/,https://io.google/2022/speakers/d4ca4cff-c0ee-4703-aa33-b3bc04f17823_240.webp,Tim Sneath,
https://io.google/2022/speakers/tobias-kunisch/,https://io.google/2022/speakers/3a7bc2e2-ce8e-474b-89e4-83c812e9a3e5_240.webp,Tobias Kunisch,he / him
https://io.google/2022/speakers/toni-klopfenstein/,https://io.google/2022/speakers/cb05c5c0-523a-4416-a298-3d47517d428c_240.webp,Toni Klopfenstein,she / her
https://io.google/2022/speakers/tony-conway/,https://io.google/2022/speakers/6b939a45-21db-4b23-863f-e81a78666412_240.webp,Tony Conway,he / him
https://io.google/2022/speakers/tor-norbye/,https://io.google/2022/speakers/99a683fb-f139-4105-a80b-09b73ac58eb8_240.webp,Tor Norbye,he / him
https://io.google/2022/speakers/travis-gorkin/,https://io.google/2022/speakers/1bdbd950-0861-4946-82c6-f0abc023e3d7_240.webp,Travis Gorkin,he / him
https://io.google/2022/speakers/tunde-agboola/,https://io.google/2022/speakers/6d3cfa60-eaae-4020-933c-946a46ed5b07_240.webp,Tunde Agboola,he / him
https://io.google/2022/speakers/tyler-crowe/,https://io.google/2022/speakers/51ee4dc3-bef3-4874-87ed-1dfb3dbf8b3b_240.webp,Tyler Crowe,he / him
https://io.google/2022/speakers/una-kravets/,https://io.google/2022/speakers/2416b731-4105-4cb2-a1c6-51da1c0ff6d7_240.webp,Una Kravets,
https://io.google/2022/speakers/unni-nair/,https://io.google/2022/speakers/609dd4d9-a11f-4c04-ab07-ce24afc5cec9_240.webp,Unni Nair,he / him
https://io.google/2022/speakers/vaibhav-singh/,https://io.google/2022/speakers/7b4cbe64-c6e2-4418-aad0-46f3f9b86094_240.webp,Vaibhav Singh,he / him
https://io.google/2022/speakers/vinay-goel/,https://io.google/2022/speakers/60d15274-1733-4237-a876-4f59885fbb23_240.webp,Vinay Goel,he / him
https://io.google/2022/speakers/vince-wu/,https://io.google/2022/speakers/2478990c-ee6d-4e1b-b80e-49c7cfc04231_240.webp,Vince Wu,he / him
https://io.google/2022/speakers/vinny-dasilva/,https://io.google/2022/speakers/dfb584b4-4452-4060-981c-e06f5f14c567_240.webp,Vinny DaSilva,he / him
https://io.google/2022/speakers/viraj-mahesh/,https://io.google/2022/speakers/dc76349e-382f-439b-bf8a-ea2f280cf468_240.webp,Viraj Mahesh,he / him
https://io.google/2022/speakers/yacine-rezgui/,https://io.google/2022/speakers/523ff094-5c3b-4763-ad78-ba0f25c6d4b7_240.webp,Yacine Rezgui,he / him
https://io.google/2022/speakers/yigit-yeet-uyan/,https://io.google/2022/speakers/e439725a-8d6d-4fa6-943f-4a3e8e4b6c65_240.webp,Yi_it (Yeet) Uyan,
https://io.google/2022/speakers/yu-cheng-ling/,https://io.google/2022/speakers/cab76b4f-d2b1-4154-ae03-d4b0dcd3621f_240.webp,Yu-Cheng Ling,
